ID linije,Lista stanica
56A,"[(45.2650262948, 19.8303881347), (45.2518040573, 19.8364491963), (45.2494540403, 19.8235646906), (45.2478325873, 19.810052585), (45.2461119679, 19.7998632846), (45.2440016201, 19.792952863), (45.2470495425, 19.7673159236), (45.2497997749, 19.7556811934), (45.2463691629, 19.7362036012), (45.2443245613, 19.7268575049), (45.242713394, 19.7187351485), (45.2410495646, 19.7096935603), (45.2393573607, 19.7014434935), (45.2388740721, 19.69371563), (45.2392722403, 19.68609644), (45.2396103112, 19.6807476159), (45.2405123768, 19.6692785465), (45.2419113433, 19.6534083692), (45.2419179659, 19.6400853519), (45.2410161599, 19.634540326), (45.241173578, 19.6267120374), (45.240328794, 19.6220838306), (45.2373033856, 19.6229258878), (45.2344845661, 19.6237022402), (45.2310593407, 19.6220513162)]"
56B,"[(45.2310593407, 19.6220513162), (45.2350784381, 19.6236073708), (45.2377119869, 19.622897357), (45.2406816439, 19.6221147229), (45.2410597438, 19.6278103336), (45.2409278186, 19.6342153146), (45.2414349692, 19.6382594445), (45.2418427335, 19.6532486911), (45.2404009547, 19.6697390487), (45.2396198902, 19.6794477912), (45.2391587159, 19.6864559541), (45.2386780841, 19.6945874305), (45.2398713667, 19.7040749573), (45.2410451184, 19.710492541), (45.2427078645, 19.7194038535), (45.2444242272, 19.7278720071), (45.2463545316, 19.7371847016), (45.2492300271, 19.7572312271), (45.2466526277, 19.7680295823), (45.243705, 19.792701), (45.2445958159, 19.79550631), (45.24628254, 19.8010162498), (45.247517576, 19.8083415635), (45.2491656314, 19.8252968807), (45.2528681592, 19.8366307617), (45.26467, 19.830784), (45.2650202834, 19.830132455)]"
64A,"[(45.2652079855, 19.8300468015), (45.2601777537, 19.8322222835), (45.2545506888, 19.8353175469), (45.2514514442, 19.8370753816), (45.2480202534, 19.839720893), (45.2488624702, 19.8431913572), (45.2528535063, 19.8475593745), (45.2542765403, 19.8530960428), (45.2547734365, 19.8620128358), (45.2516407374, 19.8727083512), (45.2488033781, 19.876524398), (45.2403483789, 19.8831881997), (45.2324088439, 19.8850730991), (45.2293292488, 19.8868243994), (45.2251879467, 19.8873329754), (45.2183887552, 19.890452797), (45.2124892648, 19.8914366929), (45.2095220733, 19.8898733898), (45.203612119, 19.8904354534), (45.2012979753, 19.8900913343), (45.196208419, 19.8915477816), (45.1942358257, 19.8937409094), (45.1915036219, 19.8947300019)]"
64B,"[(45.1915036219, 19.8947300019), (45.1944548601, 19.8939648265), (45.1962659225, 19.891823186), (45.2011723526, 19.890136953), (45.2034048452, 19.8905047712), (45.2099284717, 19.8902592947), (45.2129390138, 19.8914850164), (45.2189033444, 19.8901967537), (45.2249847589, 19.887440875), (45.2292172682, 19.8869030337), (45.2322834738, 19.8853185603), (45.2402949361, 19.8833365176), (45.2496755784, 19.8757045697), (45.251431704, 19.8732154355), (45.2548163902, 19.8623634945), (45.2542020579, 19.8519122087), (45.2524025428, 19.8471827488), (45.2488034819, 19.8421576964), (45.2485327883, 19.8390130044), (45.2525198464, 19.8368000824), (45.255629856, 19.8351029309), (45.2613766166, 19.8318492939), (45.26467, 19.830784), (45.2650202834, 19.830132455)]"
72A,"[(45.2647056244, 19.8294363876), (45.2601777537, 19.8322222835), (45.2545506888, 19.8353175469), (45.2514514442, 19.8370753816), (45.2475207776, 19.8392619075), (45.2434304122, 19.8414842753), (45.241081551, 19.8428482132), (45.22717493, 19.8567651282), (45.2238312414, 19.8554431781), (45.2184505022, 19.8550708728), (45.2214886206, 19.8480204015), (45.2231492291, 19.8424277822), (45.216972, 19.842964), (45.2123018031, 19.8423810743), (45.2092819987, 19.8407859545), (45.2049447003, 19.8412669184), (45.1964558967, 19.8412749073), (45.191066, 19.840569), (45.17546379, 19.8340107303)]"
72B,"[(45.18761661, 19.8399376303), (45.17546379, 19.8340107303), (45.1902301653, 19.8405984914), (45.1964616703, 19.8414031489), (45.2054219768, 19.8412199425), (45.2108676677, 19.8413850019), (45.2166627491, 19.8431314567), (45.2231734727, 19.8429845913), (45.2215936729, 19.8485735281), (45.2184505022, 19.8550708728), (45.2234187828, 19.855319878), (45.2292476482, 19.8592274923), (45.2421433047, 19.8425582061), (45.2444754031, 19.8412524923), (45.2485327883, 19.8390130044), (45.2525198464, 19.8368000824), (45.255629856, 19.8351029309), (45.2613766166, 19.8318492939), (45.26467, 19.830784), (45.2650202834, 19.830132455)]"
73A,"[(45.2647056244, 19.8294363876), (45.2601777537, 19.8322222835), (45.2545506888, 19.8353175469), (45.2514514442, 19.8370753816), (45.2475207776, 19.8392619075), (45.2434304122, 19.8414842753), (45.241081551, 19.8428482132), (45.22717493, 19.8567651282), (45.2238312414, 19.8554431781), (45.2214886206, 19.8480204015), (45.2231492291, 19.8424277822), (45.216972, 19.842964), (45.2123018031, 19.8423810743), (45.2186987902, 19.8362552752), (45.2166478383, 19.8352180106), (45.21287, 19.835003), (45.209161201, 19.8340762893)]"
73B,"[(45.209161201, 19.8340762893), (45.212914, 19.835088), (45.2169365584, 19.8354305629), (45.2189671454, 19.836473285), (45.2108676677, 19.8413850019), (45.2166627491, 19.8431314567), (45.2231734727, 19.8429845913), (45.2215936729, 19.8485735281), (45.2234187828, 19.855319878), (45.2292476482, 19.8592274923), (45.2421433047, 19.8425582061), (45.2444754031, 19.8412524923), (45.2485327883, 19.8390130044), (45.2525198464, 19.8368000824), (45.255629856, 19.8351029309), (45.2613766166, 19.8318492939), (45.26467, 19.830784), (45.2650202834, 19.830132455)]"
74A,"[(45.2647056244, 19.8294363876), (45.2601777537, 19.8322222835), (45.2545506888, 19.8353175469), (45.2514514442, 19.8370753816), (45.2475207776, 19.8392619075), (45.2434304122, 19.8414842753), (45.241081551, 19.8428482132), (45.22717493, 19.8567651282), (45.2238312414, 19.8554431781), (45.2214886206, 19.8480204015), (45.2231492291, 19.8424277822), (45.216972, 19.842964), (45.2123018031, 19.8423810743), (45.2186987902, 19.8362552752), (45.2166478383, 19.8352180106), (45.21287, 19.835003), (45.2091152747, 19.8338695929), (45.2065622792, 19.8328679912), (45.2033316592, 19.8324784414), (45.19945007, 19.8322207906), (45.196059, 19.83278), (45.1922952209, 19.8343244524), (45.1873303412, 19.8309066634), (45.1847280832, 19.8279935158), (45.1847875226, 19.8225995678)]"
74B,"[(45.1847875226, 19.8225995678), (45.1845358924, 19.8279943932), (45.1867647917, 19.8304970138), (45.1913531404, 19.8344198161), (45.198581, 19.832471), (45.2000612297, 19.8323392888), (45.2034743309, 19.8325368015), (45.2066937132, 19.8330313529), (45.209161201, 19.8340762893), (45.212914, 19.835088), (45.2169365584, 19.8354305629), (45.2189671454, 19.836473285), (45.2108676677, 19.8413850019), (45.2166627491, 19.8431314567), (45.2231734727, 19.8429845913), (45.2215936729, 19.8485735281), (45.2234187828, 19.855319878), (45.2292476482, 19.8592274923), (45.2421433047, 19.8425582061), (45.2444754031, 19.8412524923), (45.2485327883, 19.8390130044), (45.2525198464, 19.8368000824), (45.255629856, 19.8351029309), (45.2613766166, 19.8318492939), (45.26467, 19.830784), (45.2650202834, 19.830132455)]"
76A,"[(45.2647056244, 19.8294363876), (45.2601777537, 19.8322222835), (45.2545506888, 19.8353175469), (45.2514514442, 19.8370753816), (45.2475207776, 19.8392619075), (45.2434304122, 19.8414842753), (45.241081551, 19.8428482132), (45.227563923, 19.8520544672), (45.2257504705, 19.8481049154), (45.2234788568, 19.8425048162), (45.2238692543, 19.8366526852), (45.2203782107, 19.8282294427), (45.2187669648, 19.8220383026), (45.2175956398, 19.8145230578), (45.2152153458, 19.8066631981), (45.211079, 19.807499), (45.2094875768, 19.8044802304), (45.210777, 19.806704), (45.2065820416, 19.8082116183), (45.2018003875, 19.8082314154), (45.1971082141, 19.8090274492), (45.1945084771, 19.808240285), (45.189634285, 19.805884126), (45.1861458648, 19.803955189), (45.1835947554, 19.8036103922), (45.1785072504, 19.8039185458)]"
76B,"[(45.1785072504, 19.8039185458), (45.1833907221, 19.8037719064), (45.1859642998, 19.8039429704), (45.1903205396, 19.8062528494), (45.1942417302, 19.8081773173), (45.1972545699, 19.8090590919), (45.2019795955, 19.8082662166), (45.2066486685, 19.8083442988), (45.2107760479, 19.8075464956), (45.2094875768, 19.8044802304), (45.210777, 19.806704), (45.2152661381, 19.8068511787), (45.2177684323, 19.8159702911), (45.2183331, 19.820909925), (45.2202518686, 19.8277369153), (45.2236649855, 19.8366471105), (45.2231734727, 19.8429845913), (45.2257062238, 19.8481745994), (45.2277113259, 19.8534869134), (45.2421433047, 19.8425582061), (45.2444754031, 19.8412524923), (45.2485327883, 19.8390130044), (45.2525198464, 19.8368000824), (45.255629856, 19.8351029309), (45.2613766166, 19.8318492939), (45.2613766166, 19.8318492939), (45.26467, 19.830784), (45.2650202834, 19.830132455)]"
31A,"[(45.2641307634, 19.8285213548), (45.2665045391, 19.834665763), (45.2710086836, 19.8419173482), (45.2835133286, 19.8345314956), (45.2887458333, 19.8316979215), (45.3002863203, 19.8305569794), (45.3112542201, 19.8310933898), (45.3200898634, 19.8359886246), (45.3281077085, 19.8431261818), (45.3363275873, 19.8492685836), (45.344898316, 19.8547475877), (45.3673875994, 19.8693096836), (45.37182, 19.873484)]"
31B,"[(45.37182, 19.873484), (45.3663943679, 19.8686361779), (45.3448440126, 19.8545604338), (45.3364116654, 19.8491510031), (45.3277177001, 19.8425370784), (45.3201326356, 19.8358748509), (45.311505332, 19.8310249448), (45.2993083361, 19.8304360891), (45.2880777199, 19.8317289762), (45.2828756397, 19.8346922664), (45.270261, 19.841061), (45.2687779267, 19.8317437287), (45.2646698037, 19.8292532816)]"
32A,"[(45.2641307634, 19.8285213548), (45.2665045391, 19.834665763), (45.2710086836, 19.8419173482), (45.2835133286, 19.8345314956), (45.2887458333, 19.8316979215), (45.3002863203, 19.8305569794), (45.3112542201, 19.8310933898), (45.3200898634, 19.8359886246), (45.3281077085, 19.8431261818), (45.3363275873, 19.8492685836), (45.344898316, 19.8547475877), (45.3673875994, 19.8693096836), (45.3726119579, 19.8734588873), (45.3771267613, 19.8758442401), (45.3848222743, 19.8784970142), (45.3905974594, 19.8805795656), (45.3964088463, 19.8830447236), (45.401480213, 19.8851729487), (45.4058571851, 19.8870528528), (45.4127217473, 19.8900556189), (45.4176986566, 19.8922211468), (45.422628849, 19.8938257973), (45.4280940725, 19.8957349308), (45.4340803891, 19.8986752134)]"
32B,"[(45.4340803891, 19.8986752134), (45.426794747, 19.894937481), (45.4220043639, 19.8935507763), (45.4178117499, 19.8921078489), (45.4135725297, 19.8902732061), (45.4070169656, 19.8874058874), (45.4002618308, 19.8845412673), (45.396637947, 19.8829908946), (45.3902158736, 19.8803043591), (45.3836901358, 19.8779391107), (45.3768086483, 19.8756037111), (45.3714222292, 19.872324093), (45.3663943679, 19.8686361779), (45.3448440126, 19.8545604338), (45.3364116654, 19.8491510031), (45.3277177001, 19.8425370784), (45.3201326356, 19.8358748509), (45.311505332, 19.8310249448), (45.2993083361, 19.8304360891), (45.2880777199, 19.8317289762), (45.2828756397, 19.8346922664), (45.270261, 19.841061), (45.2687779267, 19.8317437287), (45.2646698037, 19.8292532816)]"
33A,"[(45.2641307634, 19.8285213548), (45.2665045391, 19.834665763), (45.2710086836, 19.8419173482), (45.2835133286, 19.8345314956), (45.2887458333, 19.8316979215), (45.3002863203, 19.8305569794), (45.3112542201, 19.8310933898), (45.3200898634, 19.8359886246), (45.3281077085, 19.8431261818), (45.3363275873, 19.8492685836), (45.344898316, 19.8547475877), (45.3673875994, 19.8693096836), (45.3726119579, 19.8734588873), (45.3771267613, 19.8758442401), (45.3848222743, 19.8784970142), (45.3905974594, 19.8805795656), (45.3964088463, 19.8830447236), (45.401480213, 19.8851729487), (45.4058571851, 19.8870528528), (45.4127217473, 19.8900556189), (45.426794747, 19.894937481), (45.415466, 19.894702), (45.4122070767, 19.9038202488), (45.4026679582, 19.9762692556), (45.4002871581, 19.9842597673), (45.4031171629, 19.9868391709), (45.4055334867, 19.9887740263)]"
33B,"[(45.4055334867, 19.9887740263), (45.400394435, 19.9842804922), (45.4023878003, 19.9771918622), (45.4122767198, 19.9038758572), (45.4155386663, 19.8946804289), (45.426794747, 19.894937481), (45.4070169656, 19.8874058874), (45.4002618308, 19.8845412673), (45.396637947, 19.8829908946), (45.3902158736, 19.8803043591), (45.3836901358, 19.8779391107), (45.3768086483, 19.8756037111), (45.3714222292, 19.872324093), (45.3663943679, 19.8686361779), (45.3448440126, 19.8545604338), (45.3364116654, 19.8491510031), (45.3277177001, 19.8425370784), (45.3201326356, 19.8358748509), (45.311505332, 19.8310249448), (45.2993083361, 19.8304360891), (45.2880777199, 19.8317289762), (45.2828756397, 19.8346922664), (45.270261, 19.841061), (45.2687779267, 19.8317437287), (45.2646698037, 19.8292532816)]"
60A,"[(45.2641307634, 19.8285213548), (45.2601777537, 19.8322222835), (45.2514514442, 19.8370753816), (45.2488624702, 19.8431913572), (45.2528535063, 19.8475593745), (45.2542765403, 19.8530960428), (45.2547734365, 19.8620128358), (45.2516407374, 19.8727083512), (45.2488033781, 19.876524398), (45.2389365212, 19.8857439999), (45.2312570434, 19.8936378798), (45.2225589456, 19.9008106109), (45.2147383234, 19.9115365236), (45.2101464748, 19.9219017516), (45.2065920518, 19.9321083976), (45.2034783249, 19.9378333803), (45.2022432603, 19.9333364562), (45.1978374081, 19.9336466539), (45.1923136759, 19.9358006771), (45.1878279082, 19.9371063058)]"
60B,"[(45.1878279082, 19.9371063058), (45.1916503203, 19.936100268), (45.1987650067, 19.9332589989), (45.2014900109, 19.9330346419), (45.2030489442, 19.9373887604), (45.2065802878, 19.9323217935), (45.2103090191, 19.9215868909), (45.2145349843, 19.9118377779), (45.2225249456, 19.9009328712), (45.2332483189, 19.8914101033), (45.2396101516, 19.8853872807), (45.2496755784, 19.8757045697), (45.251431704, 19.8732154355), (45.2548163902, 19.8623634945), (45.2542020579, 19.8519122087), (45.2524025428, 19.8471827488), (45.2488034819, 19.8421576964), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
61A,"[(45.2641307634, 19.8285213548), (45.2601777537, 19.8322222835), (45.2514514442, 19.8370753816), (45.2488624702, 19.8431913572), (45.2528535063, 19.8475593745), (45.2542765403, 19.8530960428), (45.2547734365, 19.8620128358), (45.2516407374, 19.8727083512), (45.2488033781, 19.876524398), (45.2389365212, 19.8857439999), (45.2312570434, 19.8936378798), (45.2225589456, 19.9008106109), (45.2147383234, 19.9115365236), (45.2101464748, 19.9219017516), (45.2065920518, 19.9321083976), (45.204222, 19.934789), (45.2034783249, 19.9378333803), (45.2002565769, 19.9381009482), (45.1985106856, 19.9424436102)]"
61B,"[(45.1985106856, 19.9424436102), (45.1999650895, 19.938700816), (45.2030489442, 19.9373887604), (45.204176, 19.934952), (45.2065802878, 19.9323217935), (45.2103090191, 19.9215868909), (45.2145349843, 19.9118377779), (45.2225249456, 19.9009328712), (45.2332483189, 19.8914101033), (45.2396101516, 19.8853872807), (45.2496755784, 19.8757045697), (45.251431704, 19.8732154355), (45.2548163902, 19.8623634945), (45.2542020579, 19.8519122087), (45.2524025428, 19.8471827488), (45.2488034819, 19.8421576964), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
62A,"[(45.2641307634, 19.8285213548), (45.2601777537, 19.8322222835), (45.2514514442, 19.8370753816), (45.2488624702, 19.8431913572), (45.2528535063, 19.8475593745), (45.2542765403, 19.8530960428), (45.2547734365, 19.8620128358), (45.2516407374, 19.8727083512), (45.2488033781, 19.876524398), (45.2389365212, 19.8857439999), (45.2312570434, 19.8936378798), (45.2225589456, 19.9008106109), (45.2147383234, 19.9115365236), (45.2101464748, 19.9219017516), (45.2065920518, 19.9321083976), (45.2034783249, 19.9378333803), (45.2022432603, 19.9333364562), (45.198086826, 19.9313510087), (45.1944294024, 19.9321771485)]"
62B,"[(45.1944294024, 19.9321771485), (45.1983381413, 19.9314175687), (45.2014900109, 19.9330346419), (45.2030489442, 19.9373887604), (45.2065802878, 19.9323217935), (45.2103090191, 19.9215868909), (45.2145349843, 19.9118377779), (45.2225249456, 19.9009328712), (45.2332483189, 19.8914101033), (45.2396101516, 19.8853872807), (45.2496755784, 19.8757045697), (45.251431704, 19.8732154355), (45.2548163902, 19.8623634945), (45.2542020579, 19.8519122087), (45.2524025428, 19.8471827488), (45.2488034819, 19.8421576964), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
63A,"[(45.2641307634, 19.8285213548), (45.2601777537, 19.8322222835), (45.2514514442, 19.8370753816), (45.2488624702, 19.8431913572), (45.2528535063, 19.8475593745), (45.2542765403, 19.8530960428), (45.2547734365, 19.8620128358), (45.2516407374, 19.8727083512), (45.2488033781, 19.876524398), (45.2389365212, 19.8857439999), (45.2312570434, 19.8936378798), (45.2225589456, 19.9008106109), (45.2147383234, 19.9115365236), (45.2101464748, 19.9219017516), (45.2065920518, 19.9321083976), (45.154736, 19.958979), (45.158213, 19.969869), (45.160914, 19.981621), (45.160504, 19.992505), (45.158423, 20.008381), (45.156143, 20.01815)]"
63B,"[(45.2646698037, 19.8292532816), (45.2613766166, 19.8318492939), (45.2525198464, 19.8368000824), (45.2488034819, 19.8421576964), (45.2524025428, 19.8471827488), (45.2542020579, 19.8519122087), (45.2548163902, 19.8623634945), (45.251431704, 19.8732154355), (45.2496755784, 19.8757045697), (45.2396101516, 19.8853872807), (45.2332483189, 19.8914101033), (45.2225249456, 19.9009328712), (45.2145349843, 19.9118377779), (45.2103090191, 19.9215868909), (45.2065802878, 19.9323217935), (45.154811, 19.958164), (45.158235, 19.969677), (45.161331, 19.980353), (45.160323, 19.994261), (45.158537, 20.008039), (45.156143, 20.01815)]"
77A,"[(45.2640888897, 19.8285457138), (45.2601777537, 19.8322222835), (45.2514514442, 19.8370753816), (45.241081551, 19.8428482132), (45.227563923, 19.8520544672), (45.2257504705, 19.8481049154), (45.2234788568, 19.8425048162), (45.2203782107, 19.8282294427), (45.2187669648, 19.8220383026), (45.2175956398, 19.8145230578), (45.2152729956, 19.8056262273), (45.2132356106, 19.7989506277), (45.2109741424, 19.7903427896), (45.2098060464, 19.7783365463), (45.2079050353, 19.7681622527), (45.2038129587, 19.7678383662), (45.1993500796, 19.7693003063), (45.1957323556, 19.7697641355), (45.1929113601, 19.7700944286), (45.1909469729, 19.7707423706), (45.1877161493, 19.7715375314), (45.1844876799, 19.7734903978), (45.1812208015, 19.7708796828)]"
77B,"[(45.1812208015, 19.7708796828), (45.1842531899, 19.7734983986), (45.1877953428, 19.7714884243), (45.1912738049, 19.7708133477), (45.192941, 19.770104), (45.1956904089, 19.7697839398), (45.2000086131, 19.7691391825), (45.2039823235, 19.7678604993), (45.2082255865, 19.7683725375), (45.2101263501, 19.7693125662), (45.2096273813, 19.779770709), (45.2112595179, 19.7913883196), (45.2133129739, 19.7999135468), (45.2153457017, 19.8061859913), (45.2177684323, 19.8159702911), (45.2183331, 19.820909925), (45.2202518686, 19.8277369153), (45.2231734727, 19.8429845913), (45.2257062238, 19.8481745994), (45.2277113259, 19.8534869134), (45.2421433047, 19.8425582061), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
78A,"[(45.2640888897, 19.8285457138), (45.2601777537, 19.8322222835), (45.2514514442, 19.8370753816), (45.241081551, 19.8428482132), (45.227563923, 19.8520544672), (45.2257504705, 19.8481049154), (45.2234788568, 19.8425048162), (45.2203782107, 19.8282294427), (45.2187669648, 19.8220383026), (45.2175956398, 19.8145230578), (45.2152729956, 19.8056262273), (45.2132356106, 19.7989506277), (45.2109741424, 19.7903427896), (45.2098060464, 19.7783365463), (45.2101263501, 19.7693125662), (45.2079050353, 19.7681622527), (45.1956904089, 19.7697839398), (45.1812208015, 19.7708796828), (45.2087740765, 19.7609603017), (45.2090624426, 19.7525116516), (45.2089122644, 19.7460844034), (45.2087475205, 19.7368160899), (45.2088359127, 19.7318426987), (45.2070075987, 19.7212206796), (45.2017960551, 19.7208622316), (45.1976766618, 19.7243042018), (45.1930048872, 19.7249222915), (45.1881022664, 19.7263326057)]"
78B,"[(45.1881022664, 19.7263326057), (45.1929789357, 19.7249377362), (45.1970794868, 19.7239912311), (45.2012424507, 19.721544579), (45.2069593138, 19.7213415258), (45.2086442222, 19.7333455452), (45.2087921621, 19.7382794595), (45.2088856953, 19.7472901298), (45.208967296, 19.753704936), (45.1812208015, 19.7708796828), (45.1956904089, 19.7697839398), (45.2082255865, 19.7683725375), (45.2101263501, 19.7693125662), (45.2096273813, 19.779770709), (45.2112595179, 19.7913883196), (45.2133129739, 19.7999135468), (45.2153457017, 19.8061859913), (45.2177684323, 19.8159702911), (45.2183331, 19.820909925), (45.2202518686, 19.8277369153), (45.2231734727, 19.8429845913), (45.2257062238, 19.8481745994), (45.2277113259, 19.8534869134), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
79A,"[(45.2640888897, 19.8285457138), (45.2514514442, 19.8370753816), (45.241081551, 19.8428482132), (45.227563923, 19.8520544672), (45.2257504705, 19.8481049154), (45.2234788568, 19.8425048162), (45.2203782107, 19.8282294427), (45.2187669648, 19.8220383026), (45.2175956398, 19.8145230578), (45.2152729956, 19.8056262273), (45.2132356106, 19.7989506277), (45.2109741424, 19.7903427896), (45.2098060464, 19.7783365463), (45.2101263501, 19.7693125662), (45.2079050353, 19.7681622527), (45.1956904089, 19.7697839398), (45.1812208015, 19.7708796828), (45.2087740765, 19.7609603017), (45.2090624426, 19.7525116516), (45.2089122644, 19.7460844034), (45.2087475205, 19.7368160899), (45.2088359127, 19.7318426987), (45.1930048872, 19.7249222915), (45.2012424507, 19.721544579), (45.2017960551, 19.7208622316), (45.1881022664, 19.7263326057), (45.2065943523, 19.7134288951), (45.2171501367, 19.7143314265), (45.2165875214, 19.7048482117), (45.2073195203, 19.6996139106), (45.2100968462, 19.6904640239), (45.2126839633, 19.6842878937), (45.2150452636, 19.6786688423), (45.2169428289, 19.6727156902), (45.2199906816, 19.6638974093)]"
79B,"[(45.2199906816, 19.6638974093), (45.216828035, 19.672885701), (45.2149327195, 19.6789034228), (45.212618241, 19.6842712164), (45.2098328613, 19.6908680819), (45.2068560226, 19.6995729163), (45.2169035123, 19.7066778439), (45.2170816571, 19.7142668765), (45.2070066594, 19.7131209013), (45.1881022664, 19.7263326057), (45.2017960551, 19.7208622316), (45.2012424507, 19.721544579), (45.1930048872, 19.7249222915), (45.2086442222, 19.7333455452), (45.2087921621, 19.7382794595), (45.2088856953, 19.7472901298), (45.208967296, 19.753704936), (45.2086543291, 19.7627739309), (45.1812208015, 19.7708796828), (45.1956904089, 19.7697839398), (45.2082255865, 19.7683725375), (45.2101263501, 19.7693125662), (45.2096273813, 19.779770709), (45.2112595179, 19.7913883196), (45.2133129739, 19.7999135468), (45.2153457017, 19.8061859913), (45.2177684323, 19.8159702911), (45.2183331, 19.820909925), (45.2202518686, 19.8277369153), (45.2231734727, 19.8429845913), (45.2257062238, 19.8481745994), (45.2277113259, 19.8534869134), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
80A,"[(45.2640888897, 19.8285457138), (45.2601777537, 19.8322222835), (45.241081551, 19.8428482132), (45.227563923, 19.8520544672), (45.2257504705, 19.8481049154), (45.2234788568, 19.8425048162), (45.2203782107, 19.8282294427), (45.2187669648, 19.8220383026), (45.2175956398, 19.8145230578), (45.2152729956, 19.8056262273), (45.2132356106, 19.7989506277), (45.2109741424, 19.7903427896), (45.2098060464, 19.7783365463), (45.2100373526, 19.7678998859), (45.2087740765, 19.7609603017), (45.2090624426, 19.7525116516), (45.2089122644, 19.7460844034), (45.2087475205, 19.7368160899), (45.2088359127, 19.7318426987), (45.2070075987, 19.7212206796)]"
80B,"[(45.2069593138, 19.7213415258), (45.2086442222, 19.7333455452), (45.2087921621, 19.7382794595), (45.2088856953, 19.7472901298), (45.208967296, 19.753704936), (45.2086543291, 19.7627739309), (45.2101263501, 19.7693125662), (45.2096273813, 19.779770709), (45.2112595179, 19.7913883196), (45.2133129739, 19.7999135468), (45.2153457017, 19.8061859913), (45.2177684323, 19.8159702911), (45.2183331, 19.820909925), (45.2231734727, 19.8429845913), (45.2257062238, 19.8481745994), (45.2277113259, 19.8534869134), (45.2421433047, 19.8425582061), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
81A,"[(45.2640888897, 19.8285457138), (45.2601777537, 19.8322222835), (45.241081551, 19.8428482132), (45.227563923, 19.8520544672), (45.2257504705, 19.8481049154), (45.2234788568, 19.8425048162), (45.2203782107, 19.8282294427), (45.2187669648, 19.8220383026), (45.2175956398, 19.8145230578), (45.2152729956, 19.8056262273), (45.2132356106, 19.7989506277), (45.2109741424, 19.7903427896), (45.2098060464, 19.7783365463), (45.2100373526, 19.7678998859), (45.2087740765, 19.7609603017), (45.2090624426, 19.7525116516), (45.2089122644, 19.7460844034), (45.2087475205, 19.7368160899), (45.2088359127, 19.7318426987), (45.1930048872, 19.7249222915), (45.2012424507, 19.721544579), (45.2017960551, 19.7208622316), (45.2065943523, 19.7134288951), (45.2171501367, 19.7143314265), (45.2165875214, 19.7048482117), (45.2073195203, 19.6996139106), (45.2100968462, 19.6904640239), (45.2126839633, 19.6842878937), (45.2150452636, 19.6786688423), (45.2169428289, 19.6727156902), (45.2200803236, 19.6637500772), (45.2200185605, 19.6560341561), (45.219196, 19.646714), (45.2173144979, 19.636057705), (45.2156712808, 19.6241467015), (45.2147104082, 19.6150236383), (45.213523, 19.610357), (45.212272652, 19.6072266573), (45.2116633546, 19.6068188465)]"
81B,"[(45.2116633546, 19.6068188465), (45.2137600172, 19.6115003606), (45.2149690857, 19.615889323), (45.2156575304, 19.6242848823), (45.2172235885, 19.6361320965), (45.219155, 19.647704), (45.2200252943, 19.6563517229), (45.2200296012, 19.6640988752), (45.216828035, 19.672885701), (45.2149327195, 19.6789034228), (45.212618241, 19.6842712164), (45.2098328613, 19.6908680819), (45.2068560226, 19.6995729163), (45.2169035123, 19.7066778439), (45.226899, 19.71538), (45.2070066594, 19.7131209013), (45.2017960551, 19.7208622316), (45.2012424507, 19.721544579), (45.1930048872, 19.7249222915), (45.2086442222, 19.7333455452), (45.2087921621, 19.7382794595), (45.2088856953, 19.7472901298), (45.208967296, 19.753704936), (45.2086543291, 19.7627739309), (45.2101263501, 19.7693125662), (45.2096273813, 19.779770709), (45.2112595179, 19.7913883196), (45.2133129739, 19.7999135468), (45.2153457017, 19.8061859913), (45.2177684323, 19.8159702911), (45.2183331, 19.820909925), (45.2202518686, 19.8277369153), (45.2231734727, 19.8429845913), (45.2257062238, 19.8481745994), (45.2277113259, 19.8534869134), (45.2525198464, 19.8368000824), (45.2613766166, 19.8318492939), (45.2646698037, 19.8292532816)]"
