ID linije,Lista stanica
19B,"[4244, 4474, 4622, 6310, 5456, 6784, 5112, 3247, 928, 6036, 1916, 5809, 2673, 1813, 3273, 3462, 532, 3477, 5430, 7475, 6282, 4263, 4442, 840, 4530, 6916, 1283, 122, 6860, 2353, 1600, 3800, 5908, 4430, 664, 755, 4473, 6439, 1454, 7661, 1807, 4230, 1942, 1291, 2327, 5937, 5243, 6158, 2352, 4407, 3429, 4638, 6868, 2252, 6375, 2538, 4563, 1077, 7226, 1004, 7534, 2070, 6372, 5178, 744, 4932, 1993, 50, 4447, 4693, 1682, 6012, 6094, 6993, 2849, 2724, 2269, 6453, 2892, 1736, 4980, 2875, 1134, 1996, 7027, 53, 145, 3026, 1179, 1734, 6768, 7375, 4208, 174, 5447, 563]"
20A,"[1798, 5720, 3938, 7329, 2913, 6458, 2924, 965, 3514, 6366, 4028, 3599, 6734, 5556, 935, 1649, 5365, 8, 7542, 7488, 4974, 6754, 1665, 4585, 6914, 6740, 7402, 4648, 5923, 7408, 5176, 2452, 2492, 5531, 6635, 3764, 3442, 953, 6061, 2594, 291, 6922, 6973, 3336, 4557, 7598, 6568, 1417, 5208, 4663, 971, 6279, 6539, 6991, 1360, 1762, 1910, 5795, 7290, 4879, 5675, 1532, 7569, 2062, 2399, 5286, 2652, 1171, 7492, 5210, 1097, 4462, 3287, 262, 6130, 2356, 7170, 3539, 3276, 3613, 5549]"
20B,"[1798, 5720, 3938, 7329, 2913, 6458, 2924, 965, 3514, 6366, 4028, 3599, 6734, 5556, 935, 1649, 5365, 8, 7542, 7488, 4974, 6754, 1665, 4585, 6914, 6740, 7402, 4648, 5923, 7408, 5176, 2452, 2492, 5531, 6635, 3764, 3442, 953, 6061, 2594, 291, 6922, 6973, 3336, 4557, 7598, 6568, 1417, 5208, 4663, 971, 6279, 6539, 6991, 1360, 1762, 1910, 5795, 7290, 4879, 5675, 1532, 7569, 2062, 2399, 5286, 2652, 1171, 7492, 5210, 1097, 4462, 3287, 262, 6130, 2356, 7170, 3539, 3276, 3613, 5549]"
21A,"[218, 3202, 3094, 6627, 4669, 6514, 1851, 4024, 2535, 3377, 7032, 3916, 2072, 6515, 4240, 526, 5623, 7003, 5345, 7517, 4742, 2848, 2781, 5313, 4860, 4687, 452, 6257, 6066, 3537, 7285, 4508, 4398, 1704, 5797, 2867, 6338, 4871, 4832, 851, 5499, 4859, 3815, 4486, 4654, 4441, 2611, 3827, 6116, 2847, 4979, 1052, 6563, 30, 5994, 6327, 3991, 4631, 838, 7173, 2716, 3107, 3321, 6567, 197, 3869, 4357, 4534, 2097, 5602, 7021, 7423, 1240, 2656, 873, 7215, 3721, 5761, 5565, 1349, 5542, 1591, 7633, 1804, 6644, 2173, 179, 1178, 773, 606, 683, 380, 7392, 2504, 7371, 253, 5082, 2689, 1011, 930, 1154, 1778, 472, 3948, 4906, 3689, 2850, 6750, 5518, 4385, 1361, 2437, 1918, 4495, 4797, 5149, 3141, 3009, 6823, 1802, 4287, 4552, 3324, 622, 2085, 6816, 3219, 4049, 2267, 4952, 6346, 654, 4912, 5979, 5289, 1995, 1150, 3483, 1367, 643, 6610, 1353, 5239, 7094, 198, 4191, 3752, 2584, 6397, 4867, 4970, 3411, 6970, 1720, 6185, 7043, 4293, 3150, 5007, 7148, 1973, 6264, 962, 2562, 1282, 5347, 3980, 4675, 7062, 3681, 1743, 7252, 5199, 4522, 13, 2279, 947, 1648, 404, 5849, 6217, 6403, 2466, 7217, 2326, 6290, 2612, 6504, 6035, 7643, 1636, 5066, 1174, 909, 1125, 3895, 7233, 4852, 6482, 173, 4104, 6533, 6679, 6167, 4369, 3257, 4, 123, 2778, 1439, 5877, 3950, 7309, 6866, 6864, 3015, 2901, 4007, 7584, 5736, 2697, 4950, 4689, 685, 5099, 7044, 5702, 4310, 1356, 7457, 6947, 7586, 6953, 5198, 3703, 5874, 5515, 4605, 5961, 5425]"
21B,"[218, 3202, 3094, 6627, 4669, 6514, 1851, 4024, 2535, 3377, 7032, 3916, 2072, 6515, 4240, 526, 5623, 7003, 5345, 7517, 4742, 2848, 2781, 5313, 4860, 4687, 452, 6257, 6066, 3537, 7285, 4508, 4398, 1704, 5797, 2867, 6338, 4871, 4832, 851, 5499, 4859, 3815, 4486, 4654, 4441, 2611, 3827, 6116, 2847, 4979, 1052, 6563, 30, 5994, 6327, 3991, 4631, 838, 7173, 2716, 3107, 3321, 6567, 197, 3869, 4357, 4534, 2097, 5602, 7021, 7423, 1240, 2656, 873, 7215, 3721, 5761, 5565, 1349, 5542, 1591, 7633, 1804, 6644, 2173, 179, 1178, 773, 606, 683, 380, 7392, 2504, 7371, 253, 5082, 2689, 1011, 930, 1154, 1778, 472, 3948, 4906, 3689, 2850, 6750, 5518, 4385, 1361, 2437, 1918, 4495, 4797, 5149, 3141, 3009, 6823, 1802, 4287, 4552, 3324, 622, 2085, 6816, 3219, 4049, 2267, 4952, 6346, 654, 4912, 5979, 5289, 1995, 1150, 3483, 1367, 643, 6610, 1353, 5239, 7094, 198, 4191, 3752, 2584, 6397, 4867, 4970, 3411, 6970, 1720, 6185, 7043, 4293, 3150, 5007, 7148, 1973, 6264, 962, 2562, 1282, 5347, 3980, 4675, 7062, 3681, 1743, 7252, 5199, 4522, 13, 2279, 947, 1648, 404, 5849, 6217, 6403, 2466, 7217, 2326, 6290, 2612, 6504, 6035, 7643, 1636, 5066, 1174, 909, 1125, 3895, 7233, 4852, 6482, 173, 4104, 6533, 6679, 6167, 4369, 3257, 4, 123, 2778, 1439, 5877, 3950, 7309, 6866, 6864, 3015, 2901, 4007, 7584, 5736, 2697, 4950, 4689, 685, 5099, 7044, 5702, 4310, 1356, 7457, 6947, 7586, 6953, 5198, 3703, 5874, 5515, 4605, 5961, 5425]"
25A,"[3749, 1855, 3513, 7445, 4533, 2723, 3338, 645, 587, 6183, 696, 4327, 4808, 5335, 5580, 5616, 5217, 1659, 2629, 792, 375, 1667, 3327, 5760, 6695, 2887, 5875, 6479, 2750, 6578, 5429, 2742, 4496, 3636, 5558, 5253, 598, 1204, 390, 4022, 4599, 3428, 2615, 802, 1902, 3598, 4446, 2889, 3833, 848, 3452, 4913, 5739, 1647, 7065, 3424, 5304, 3722, 3372, 1841, 5467, 1668, 3067, 815, 7323, 7114, 283, 4132, 5905, 3554, 5016, 5370, 4726, 652, 7362, 2004, 2260, 6510, 1687, 4361, 4073, 6735, 6204, 1697, 6655, 6541, 805, 1654, 6475, 3306, 6665, 7196, 2530, 5974, 3808, 6182, 5955, 6135, 2154, 3433, 4862, 2288, 2734, 5459, 7162, 6786, 360, 582, 1412, 4749, 4234, 1013, 4900, 2839, 163, 3646, 1869, 5646, 705, 2089, 2035, 646, 6572, 7649, 75, 7297, 1726, 682, 6057, 631]"
25B,"[3749, 1855, 3513, 7445, 4533, 2723, 3338, 645, 587, 6183, 696, 4327, 4808, 5335, 5580, 5616, 5217, 1659, 2629, 792, 375, 1667, 3327, 5760, 6695, 2887, 5875, 6479, 2750, 6578, 5429, 2742, 4496, 3636, 5558, 5253, 598, 1204, 390, 4022, 4599, 3428, 2615, 802, 1902, 3598, 4446, 2889, 3833, 848, 3452, 4913, 5739, 1647, 7065, 3424, 5304, 3722, 3372, 1841, 5467, 1668, 3067, 815, 7323, 7114, 283, 4132, 5905, 3554, 5016, 5370, 4726, 652, 7362, 2004, 2260, 6510, 1687, 4361, 4073, 6735, 6204, 1697, 6655, 6541, 805, 1654, 6475, 3306, 6665, 7196, 2530, 5974, 3808, 6182, 5955, 6135, 2154, 3433, 4862, 2288, 2734, 5459, 7162, 6786, 360, 582, 1412, 4749, 4234, 1013, 4900, 2839, 163, 3646, 1869, 5646, 705, 2089, 2035, 646, 6572, 7649, 75, 7297, 1726, 682, 6057, 631]"
68A,"[2529, 2827, 5282, 5888, 5991, 1023, 2630, 2505, 1425, 2874, 1856, 4220, 6101, 5813, 2040, 7255, 2018, 4933, 4966, 3206, 7135, 583, 27, 7502, 5465, 997, 4882, 1742, 1156, 1721, 6149, 6058, 5460, 7667, 3529, 4088, 2567, 4123, 4400, 1861, 4021, 856, 1133, 5483, 1957, 1885, 3521, 4478, 3292, 7216, 5881, 2314, 6804, 61, 4239, 3332, 4816, 5175, 1670, 4937, 5088, 3926, 5316, 6118, 1588, 7153, 2953, 1136, 1404, 5708, 6794, 4194, 3790, 4130, 178, 7182, 7430, 4910, 5500, 6155, 7289, 2782, 2244, 3093, 1265, 1492, 2946, 4942, 2469, 5403, 2950, 3840, 352, 2911, 6681, 6937, 5990, 569, 601, 3275, 676, 244, 5762, 5868, 1615, 4723, 2888, 5926, 3569, 5451, 2405, 4262, 6205, 4133, 5509, 6371, 7606, 4792, 6752, 1074, 1954, 5522, 5021, 72, 6933, 119, 5634, 5928, 2565, 5929, 1702, 6330, 6467, 1298, 1062, 5671, 1763, 4843, 211, 2349, 2432, 816, 7460, 7339, 4038, 3285, 1929, 3104, 3909, 146, 980, 3066, 886, 1693, 2797, 3203, 3538, 1506, 138, 7656, 1562, 4464, 1488, 6551, 6986, 2837, 5100, 1419, 5339, 3157, 2428, 879, 5704, 2650, 7596, 116, 7558, 1912, 5444, 6648, 2168, 3224, 2730, 5011, 2642, 6474, 1220, 1675, 6388, 6150, 4999, 419, 1881, 3706, 5995, 7590, 5535, 7443, 60, 3712, 729, 7123, 5329, 1088, 661, 4618, 3363, 1976, 4647]"
68B,"[2529, 2827, 5282, 5888, 5991, 1023, 2630, 2505, 1425, 2874, 1856, 4220, 6101, 5813, 2040, 7255, 2018, 4933, 4966, 3206, 7135, 583, 27, 7502, 5465, 997, 4882, 1742, 1156, 1721, 6149, 6058, 5460, 7667, 3529, 4088, 2567, 4123, 4400, 1861, 4021, 856, 1133, 5483, 1957, 1885, 3521, 4478, 3292, 7216, 5881, 2314, 6804, 61, 4239, 3332, 4816, 5175, 1670, 4937, 5088, 3926, 5316, 6118, 1588, 7153, 2953, 1136, 1404, 5708, 6794, 4194, 3790, 4130, 178, 7182, 7430, 4910, 5500, 6155, 7289, 2782, 2244, 3093, 1265, 1492, 2946, 4942, 2469, 5403, 2950, 3840, 352, 2911, 6681, 6937, 5990, 569, 601, 3275, 676, 244, 5762, 5868, 1615, 4723, 2888, 5926, 3569, 5451, 2405, 4262, 6205, 4133, 5509, 6371, 7606, 4792, 6752, 1074, 1954, 5522, 5021, 72, 6933, 119, 5634, 5928, 2565, 5929, 1702, 6330, 6467, 1298, 1062, 5671, 1763, 4843, 211, 2349, 2432, 816, 7460, 7339, 4038, 3285, 1929, 3104, 3909, 146, 980, 3066, 886, 1693, 2797, 3203, 3538, 1506, 138, 7656, 1562, 4464, 1488, 6551, 6986, 2837, 5100, 1419, 5339, 3157, 2428, 879, 5704, 2650, 7596, 116, 7558, 1912, 5444, 6648, 2168, 3224, 2730, 5011, 2642, 6474, 1220, 1675, 6388, 6150, 4999, 419, 1881, 3706, 5995, 7590, 5535, 7443, 60, 3712, 729, 7123, 5329, 1088, 661, 4618, 3363, 1976, 4647]"
69A,"[2077, 1296, 5402, 2807, 5706, 435, 34, 6697, 4466, 5053, 35, 6470, 2316, 7053, 3579, 6710, 865, 4483, 2132, 3924, 2501, 6549, 5083, 2638, 5691, 6457, 2296, 1223, 852, 2059, 7550, 2964, 4810, 1834, 2997, 2746, 3379, 7412, 3405, 3627, 1540, 1666, 1318, 5866, 528, 1555, 3532, 4452, 7305, 164, 1377, 4365, 1547, 6160, 3147, 4274, 6960, 5079, 1237, 5755, 4445, 1441, 370, 7319, 1848, 6256, 7468, 6553, 736, 4756, 5930, 489, 7444, 6560, 6863, 2951, 255, 5064, 5786, 6975, 369, 3946, 766, 6643, 6516, 3690]"
69B,"[2077, 1296, 5402, 2807, 5706, 435, 34, 6697, 4466, 5053, 35, 6470, 2316, 7053, 3579, 6710, 865, 4483, 2132, 3924, 2501, 6549, 5083, 2638, 5691, 6457, 2296, 1223, 852, 2059, 7550, 2964, 4810, 1834, 2997, 2746, 3379, 7412, 3405, 3627, 1540, 1666, 1318, 5866, 528, 1555, 3532, 4452, 7305, 164, 1377, 4365, 1547, 6160, 3147, 4274, 6960, 5079, 1237, 5755, 4445, 1441, 370, 7319, 1848, 6256, 7468, 6553, 736, 4756, 5930, 489, 7444, 6560, 6863, 2951, 255, 5064, 5786, 6975, 369, 3946, 766, 6643, 6516, 3690]"
71A,"[3482, 1858, 6491, 3465, 3308, 1140, 5953, 1570, 4332, 1196, 3073, 6696, 5218, 392, 3822, 784, 7619, 6899, 2624, 7174, 1197, 3110, 1629, 1525, 6598, 5510, 3057, 2186, 1825, 5280, 5287, 988, 3795, 4814, 1067, 2243, 1382, 6399, 6995, 6929, 6234, 4805, 3241, 6779, 778, 3239, 5240, 4232, 5693, 6720, 5749, 1838, 1173, 7524, 1119, 6240, 1413, 7557, 4046, 4802, 4617, 5512, 4743, 7563, 3649, 1960, 7198, 4282, 4608, 4139, 5087, 1519, 3816, 4428, 5288, 7107, 3951, 4821, 5063, 2216, 1483, 521, 522, 106, 748, 3446, 3492, 4423, 6706, 6242, 2939, 6766, 875, 5519, 5267, 186, 2784, 5234, 7046, 3388, 2066, 5015, 6047, 2816, 6473, 1510, 1019, 712, 5325, 6071, 6753, 7277, 7263, 3434, 5139, 2517, 407, 2294, 5933, 5941, 586, 132, 715, 4226, 566, 5800, 789, 3448, 4426, 4564, 801, 7545, 6054, 4561, 3738, 7291, 6140, 2156, 1754, 3992, 5919, 4034, 5590, 4556, 1662, 4102, 3352, 6389, 4630, 7385, 6897, 6319, 5394, 4412, 2952, 5418, 1966, 6712, 490, 1101, 2550, 5521, 7178, 2424, 1994, 1107, 1485, 3927, 3260, 3684, 2171, 5629, 3575, 2905, 5654, 1842, 5496]"
71B,"[3482, 1858, 6491, 3465, 3308, 1140, 5953, 1570, 4332, 1196, 3073, 6696, 5218, 392, 3822, 784, 7619, 6899, 2624, 7174, 1197, 3110, 1629, 1525, 6598, 5510, 3057, 2186, 1825, 5280, 5287, 988, 3795, 4814, 1067, 2243, 1382, 6399, 6995, 6929, 6234, 4805, 3241, 6779, 778, 3239, 5240, 4232, 5693, 6720, 5749, 1838, 1173, 7524, 1119, 6240, 1413, 7557, 4046, 4802, 4617, 5512, 4743, 7563, 3649, 1960, 7198, 4282, 4608, 4139, 5087, 1519, 3816, 4428, 5288, 7107, 3951, 4821, 5063, 2216, 1483, 521, 522, 106, 748, 3446, 3492, 4423, 6706, 6242, 2939, 6766, 875, 5519, 5267, 186, 2784, 5234, 7046, 3388, 2066, 5015, 6047, 2816, 6473, 1510, 1019, 712, 5325, 6071, 6753, 7277, 7263, 3434, 5139, 2517, 407, 2294, 5933, 5941, 586, 132, 715, 4226, 566, 5800, 789, 3448, 4426, 4564, 801, 7545, 6054, 4561, 3738, 7291, 6140, 2156, 1754, 3992, 5919, 4034, 5590, 4556, 1662, 4102, 3352, 6389, 4630, 7385, 6897, 6319, 5394, 4412, 2952, 5418, 1966, 6712, 490, 1101, 2550, 5521, 7178, 2424, 1994, 1107, 1485, 3927, 3260, 3684, 2171, 5629, 3575, 2905, 5654, 1842, 5496]"
22A,"[6489, 1671, 1037, 2935, 2852, 5922, 4367, 4273, 7165, 7427, 6990, 1928, 4317, 7151, 958, 3343, 5488, 3755, 5158, 1911, 2057, 3078, 4291, 441, 2217, 878, 3059, 2792, 1684, 265, 5798, 2718, 2966, 2364, 405, 1259, 3310, 6552, 7564, 2539, 4783, 194, 3160, 5197, 689, 2757, 1191, 2570, 3070, 2914, 38, 1034, 7314, 7498, 3549, 4018, 4070, 1461, 6275, 7237, 7366, 6142, 1162, 1350, 929, 739, 5454, 6951, 732, 4784, 336, 6550, 6442, 5525, 5045, 7644, 5532, 1803, 312, 798, 4254, 3200, 6373, 4815, 269, 4858, 5599, 3872, 298, 4909, 1644, 6085, 3829, 4325, 1963, 7350, 4450, 3002, 4830, 4177, 460, 5772, 7432, 1472, 2336, 4600, 1949, 3129, 7085, 756, 103, 5077, 4679, 3410, 4721, 2958, 3354, 1484, 3317, 1958, 3106, 4413, 6662, 3915, 7016, 7130, 3855, 5193, 4089, 7095, 4324, 5946, 1212, 66, 6952, 389, 3723, 6239, 1845, 7397, 6386, 4915, 2513, 1170, 960, 118, 6434, 6713, 4189, 3884, 6250, 5886, 5803, 4396, 5780, 2587, 7138, 7552, 3581, 4889, 424, 5766, 6605, 2366, 2289, 4347, 3238, 5147, 4660, 3029, 726, 6732, 3559, 786, 5536, 4253, 7422, 4484, 2912, 4854, 1549, 1921, 6641, 5806, 4666, 2120, 5395, 4381, 2104, 839, 4415, 2834, 3213, 3215, 230, 7067, 3757, 3010, 3503, 2016, 5850, 62, 2210, 3038, 4659, 1891, 4688, 7175, 1260, 6830, 29, 7370, 6661, 5232, 5583, 3547, 6798, 1495, 2073, 4386, 4730, 6881, 6905, 5692, 2426, 5735, 5783, 4491, 6317, 6329, 4181, 3294, 2983, 3704, 3582, 3901, 4131]"
22B,"[6489, 1671, 1037, 2935, 2852, 5922, 4367, 4273, 7165, 7427, 6990, 1928, 4317, 7151, 958, 3343, 5488, 3755, 5158, 1911, 2057, 3078, 4291, 441, 2217, 878, 3059, 2792, 1684, 265, 5798, 2718, 2966, 2364, 405, 1259, 3310, 6552, 7564, 2539, 4783, 194, 3160, 5197, 689, 2757, 1191, 2570, 3070, 2914, 38, 1034, 7314, 7498, 3549, 4018, 4070, 1461, 6275, 7237, 7366, 6142, 1162, 1350, 929, 739, 5454, 6951, 732, 4784, 336, 6550, 6442, 5525, 5045, 7644, 5532, 1803, 312, 798, 4254, 3200, 6373, 4815, 269, 4858, 5599, 3872, 298, 4909, 1644, 6085, 3829, 4325, 1963, 7350, 4450, 3002, 4830, 4177, 460, 5772, 7432, 1472, 2336, 4600, 1949, 3129, 7085, 756, 103, 5077, 4679, 3410, 4721, 2958, 3354, 1484, 3317, 1958, 3106, 4413, 6662, 3915, 7016, 7130, 3855, 5193, 4089, 7095, 4324, 5946, 1212, 66, 6952, 389, 3723, 6239, 1845, 7397, 6386, 4915, 2513, 1170, 960, 118, 6434, 6713, 4189, 3884, 6250, 5886, 5803, 4396, 5780, 2587, 7138, 7552, 3581, 4889, 424, 5766, 6605, 2366, 2289, 4347, 3238, 5147, 4660, 3029, 726, 6732, 3559, 786, 5536, 4253, 7422, 4484, 2912, 4854, 1549, 1921, 6641, 5806, 4666, 2120, 5395, 4381, 2104, 839, 4415, 2834, 3213, 3215, 230, 7067, 3757, 3010, 3503, 2016, 5850, 62, 2210, 3038, 4659, 1891, 4688, 7175, 1260, 6830, 29, 7370, 6661, 5232, 5583, 3547, 6798, 1495, 2073, 4386, 4730, 6881, 6905, 5692, 2426, 5735, 5783, 4491, 6317, 6329, 4181, 3294, 2983, 3704, 3582, 3901, 4131]"
23A,"[828, 5550, 2519, 7124, 243, 1500, 7207, 1066, 1387, 345, 1967, 5943, 5559, 1904, 6390, 79, 3412, 7274, 6564, 1566, 1610, 4903, 2518, 317, 6365, 2455, 1646, 110, 2791, 6337, 1732, 6413, 5080, 7476, 4175, 994, 1330, 6463, 990, 5409, 5155, 1922, 2105, 3834, 7005, 6430, 7033, 7307, 3804, 5333, 3314, 4075, 813, 2041, 5631, 5705, 939, 2232, 6031, 2415, 6041, 5950, 3464, 7539, 2684, 5674, 4011, 4949, 4705, 946, 7591, 5377, 2458, 4221, 4758, 7269, 2971, 5461, 6226, 233, 6544, 7640, 6793, 3562, 6870, 2933, 6311, 7086, 6033, 1709, 4841, 2597, 2635, 3922, 7368, 863, 1645, 5148, 4637, 4967, 7535, 4983, 757, 343, 2465, 109, 1631, 1280, 2661, 2721, 7097, 3132, 3001, 893]"
23B,"[828, 5550, 2519, 7124, 243, 1500, 7207, 1066, 1387, 345, 1967, 5943, 5559, 1904, 6390, 79, 3412, 7274, 6564, 1566, 1610, 4903, 2518, 317, 6365, 2455, 1646, 110, 2791, 6337, 1732, 6413, 5080, 7476, 4175, 994, 1330, 6463, 990, 5409, 5155, 1922, 2105, 3834, 7005, 6430, 7033, 7307, 3804, 5333, 3314, 4075, 813, 2041, 5631, 5705, 939, 2232, 6031, 2415, 6041, 5950, 3464, 7539, 2684, 5674, 4011, 4949, 4705, 946, 7591, 5377, 2458, 4221, 4758, 7269, 2971, 5461, 6226, 233, 6544, 7640, 6793, 3562, 6870, 2933, 6311, 7086, 6033, 1709, 4841, 2597, 2635, 3922, 7368, 863, 1645, 5148, 4637, 4967, 7535, 4983, 757, 343, 2465, 109, 1631, 1280, 2661, 2721, 7097, 3132, 3001, 893]"
24A,"[7265, 3904, 2039, 4803, 6595, 1267, 1772, 5145, 5597, 5821, 2871, 3152, 3334, 3460, 948, 2515, 1535, 2512, 7241, 7612, 6477, 5794, 1793, 749, 2598, 4334, 4081, 2844, 1143, 707, 6932, 4953, 1616, 2005, 2064, 6778, 2574, 6010, 917, 2198, 7354, 3087, 4676, 4850, 3468, 133, 481, 6300, 4960, 354, 1541, 3194, 3047, 3035, 2588, 1637, 4542, 3623, 101, 5575, 860, 2144, 742, 3049, 5320, 2205, 3274, 6331, 3488, 1876, 1672, 6680, 6428, 513, 5341, 5907, 1070, 7453, 4013, 1320, 2870, 2906, 4539, 469, 4833, 5191, 2876, 1266, 2129, 5203, 6079, 7311, 1139, 717, 5276, 302, 2799, 1497, 6499, 4580, 2093, 2151, 2378, 7486, 5124, 5404, 5142, 7145, 7024, 4190, 7080, 3187, 3912, 5853, 2528, 3272, 1249, 1482, 5067, 1000, 4619, 2568, 3960, 959, 3772, 4068, 7296, 4746, 2885, 388, 431]"
24B,"[7265, 3904, 2039, 4803, 6595, 1267, 1772, 5145, 5597, 5821, 2871, 3152, 3334, 3460, 948, 2515, 1535, 2512, 7241, 7612, 6477, 5794, 1793, 749, 2598, 4334, 4081, 2844, 1143, 707, 6932, 4953, 1616, 2005, 2064, 6778, 2574, 6010, 917, 2198, 7354, 3087, 4676, 4850, 3468, 133, 481, 6300, 4960, 354, 1541, 3194, 3047, 3035, 2588, 1637, 4542, 3623, 101, 5575, 860, 2144, 742, 3049, 5320, 2205, 3274, 6331, 3488, 1876, 1672, 6680, 6428, 513, 5341, 5907, 1070, 7453, 4013, 1320, 2870, 2906, 4539, 469, 4833, 5191, 2876, 1266, 2129, 5203, 6079, 7311, 1139, 717, 5276, 302, 2799, 1497, 6499, 4580, 2093, 2151, 2378, 7486, 5124, 5404, 5142, 7145, 7024, 4190, 7080, 3187, 3912, 5853, 2528, 3272, 1249, 1482, 5067, 1000, 4619, 2568, 3960, 959, 3772, 4068, 7296, 4746, 2885, 388, 431]"
30A,"[1799, 5547, 510, 6074, 5025, 3970, 6692, 2100, 310, 1941, 1469, 6015, 5968, 4312, 4579, 84, 7448, 5636, 1451, 4288, 2553, 2680, 2299, 6876, 3519, 1332, 3835, 1724, 1741, 1288, 5678, 2989, 7212, 5566, 5207, 918, 5281, 5973, 7509, 1071, 1872, 5917, 7659, 728, 979, 5901, 4753, 5989, 5151]"
30B,"[1799, 5547, 510, 6074, 5025, 3970, 6692, 2100, 310, 1941, 1469, 6015, 5968, 4312, 4579, 84, 7448, 5636, 1451, 4288, 2553, 2680, 2299, 6876, 3519, 1332, 3835, 1724, 1741, 1288, 5678, 2989, 7212, 5566, 5207, 918, 5281, 5973, 7509, 1071, 1872, 5917, 7659, 728, 979, 5901, 4753, 5989, 5151]"
35A,"[4562, 2178, 1130, 6487, 6408, 6162, 1358, 6512, 2081, 7079, 4719, 5642, 639, 3742, 5130, 6154, 6923, 22, 6582, 2446, 2253, 3984, 4971, 2481, 1502, 5050, 6495, 16, 4766, 2125, 4388, 5200, 3908, 1669, 200, 7458, 4890, 1338, 3040, 3083, 4125, 335, 362, 2545, 1161, 3161, 2331, 6955, 1103, 5709, 5889, 2185, 5976, 864, 3020, 3341, 627, 1144, 4914, 4595, 6320, 4612, 2053, 7232, 6166, 3791, 3322, 782, 3376, 7510, 2754, 1935, 5084, 2668, 2573, 3780, 7347, 3127, 833, 3164, 7310, 894, 6694, 2355, 1149, 3805, 697, 4252, 5376, 5364, 7501, 5128, 2765, 1898, 5213, 6441, 3245, 4765, 5846, 3109, 5962, 4124, 6309, 811, 1244, 6562, 6891, 4643, 4541, 92, 1914, 3024, 4570, 7343, 2359, 6984, 5351, 6461, 723, 1661, 1095, 3037, 7500, 1190, 130, 6042, 4316, 2979, 4118, 7200, 5725]"
35B,"[4562, 2178, 1130, 6487, 6408, 6162, 1358, 6512, 2081, 7079, 4719, 5642, 639, 3742, 5130, 6154, 6923, 22, 6582, 2446, 2253, 3984, 4971, 2481, 1502, 5050, 6495, 16, 4766, 2125, 4388, 5200, 3908, 1669, 200, 7458, 4890, 1338, 3040, 3083, 4125, 335, 362, 2545, 1161, 3161, 2331, 6955, 1103, 5709, 5889, 2185, 5976, 864, 3020, 3341, 627, 1144, 4914, 4595, 6320, 4612, 2053, 7232, 6166, 3791, 3322, 782, 3376, 7510, 2754, 1935, 5084, 2668, 2573, 3780, 7347, 3127, 833, 3164, 7310, 894, 6694, 2355, 1149, 3805, 697, 4252, 5376, 5364, 7501, 5128, 2765, 1898, 5213, 6441, 3245, 4765, 5846, 3109, 5962, 4124, 6309, 811, 1244, 6562, 6891, 4643, 4541, 92, 1914, 3024, 4570, 7343, 2359, 6984, 5351, 6461, 723, 1661, 1095, 3037, 7500, 1190, 130, 6042, 4316, 2979, 4118, 7200, 5725]"
41A,"[7169, 6171, 1086, 6961, 4944, 5981, 4295, 7312, 355, 4210, 5237, 5557, 5609, 2322, 6604, 4793, 5324, 2954, 1759, 3806, 2881, 1300, 3471, 5006, 5633, 1518, 7548, 2457, 2213, 4489, 5009, 2542, 1230, 5328, 3404, 6925, 5029, 6874, 6747, 6119, 4059, 2130, 5904, 7433, 3361, 7260, 6593, 5205, 7399, 1679, 3874, 5731, 5614, 3353, 3560, 5892, 5201, 3820, 4494, 15, 7561, 2389, 3495, 4065, 5784, 5740, 6013, 1965, 3019, 2617, 6832, 3004, 77, 2028, 7483, 2859, 5054, 2071, 482, 5381, 1245, 5861, 1325, 5513, 214, 2705, 159, 4057, 5169, 7337, 5982, 1794, 6065, 2433, 1235, 7176, 202, 83, 5255, 543, 1810, 5791, 4435, 5717, 6638, 6906, 6137, 4581, 2182, 219, 4514, 2707, 605, 7272]"
41B,"[7169, 6171, 1086, 6961, 4944, 5981, 4295, 7312, 355, 4210, 5237, 5557, 5609, 2322, 6604, 4793, 5324, 2954, 1759, 3806, 2881, 1300, 3471, 5006, 5633, 1518, 7548, 2457, 2213, 4489, 5009, 2542, 1230, 5328, 3404, 6925, 5029, 6874, 6747, 6119, 4059, 2130, 5904, 7433, 3361, 7260, 6593, 5205, 7399, 1679, 3874, 5731, 5614, 3353, 3560, 5892, 5201, 3820, 4494, 15, 7561, 2389, 3495, 4065, 5784, 5740, 6013, 1965, 3019, 2617, 6832, 3004, 77, 2028, 7483, 2859, 5054, 2071, 482, 5381, 1245, 5861, 1325, 5513, 214, 2705, 159, 4057, 5169, 7337, 5982, 1794, 6065, 2433, 1235, 7176, 202, 83, 5255, 543, 1810, 5791, 4435, 5717, 6638, 6906, 6137, 4581, 2182, 219, 4514, 2707, 605, 7272]"
